efficiency_mode,hours_cap,gain_pct,A_mult,dGHH_pct,CE_pct,dY_pct,Y0,Y1,C0_per_worker,C1_per_worker,hours0_per_worker,hours1_per_worker,informality_pct,max_kkt_violation,resource_residual
bilateral,36,1.5,1.015,-2.435784852674468,-1.9080314679283332,-6.889644587994093,4.184726136567193,3.896413378776817,7.092756163673208,6.604078815871784,38.22434720369175,35.036212543372024,41.16634273273004,3.0020473953951132e-15,0.0
bilateral,36,1.6,1.016,-2.3072253055899536,-1.807326489378797,-6.789195532473869,4.184726136567193,3.9006168966571066,7.092756163673208,6.611203632481803,38.22434720369175,35.0360354796062,41.1431177938955,7.32920668600201e-17,0.0
bilateral,36,1.7000000000000002,1.017,-2.178679531154705,-1.706632299404519,-6.688756683845265,4.184726136567193,3.9048199874069347,7.092756163673208,6.618327722785328,38.22434720369175,35.035858797957076,41.119942976198885,6.765421556309548e-17,0.0
bilateral,36,1.8,1.018,-2.0501474940320894,-1.6059488703251368,-6.588328016173883,4.184726136567193,3.9090226521115854,7.092756163673208,6.625451088635409,38.22434720369175,35.03568249734813,41.09681813843095,6.971419969081794e-16,0.0
bilateral,36,1.9000000000000001,1.019,-1.9216291589669052,-1.505276174524076,-6.487909503583289,4.184726136567193,3.913224891853916,7.092756163673208,6.632573731880903,38.22434720369175,35.0355065767061,41.07374313981873,1.6653345369377348e-15,0.0
bilateral,36,2.0,1.02,-1.7931244907859443,-1.4046141844489899,-6.387501120255312,4.184726136567193,3.9174267077143465,7.092756163673208,6.639695654366461,38.22434720369175,35.03533103496107,41.05071784002446,3.4531839193663316e-16,0.0
bilateral,36,2.1,1.021,-1.6646334543977497,-1.3039628726115706,-6.287102840429948,4.184726136567193,3.9216281007708624,7.092756163673208,6.646816857932533,38.22434720369175,35.035155871046456,41.027742099144426,2.916503843986007e-15,0.0
bilateral,36,2.2,1.022,-1.536156014792537,-1.2033222115874873,-6.186714638405267,4.184726136567193,3.925829072099019,7.092756163673208,6.6539373444153735,38.22434720369175,35.034981083898934,41.00481577770777,1.4943558543367708e-15,0.0
bilateral,36,2.3000000000000003,1.023,-1.4076921370426576,-1.1026921740167486,-6.086336488537891,4.184726136567193,3.930029622771922,7.092756163673208,6.66105711564701,38.22434720369175,35.03480667245849,40.98193873667549,1.5687321233692764e-15,0.0
bilateral,36,2.4000000000000004,1.024,-1.2792417863019592,-1.0020727326032013,-5.985968365242367,4.184726136567193,3.9342297538602513,7.092756163673208,6.668176173455286,38.22434720369175,35.034632635668395,40.9591108374392,4.4181238528784306e-16,0.0
